game_number,dynasty_number,dynasty_game_number,gamemode,difficulty,context,person,teammate,team,ignored,player,pos,pts,reb,ast,stl,blk,to,fgm,fga,X3pm,X3pa,ftm,fta,or,fls,dnk,result,ot,dbl_ot
149,40,1,6 man,All Star,Challenger,MJ,NA,New York Knicks,NA,Jalen Brunson,PG,14,0,4,1,0,1,5,17,1,4,3,4,0,1,0,Loss,NA,NA
149,40,1,6 man,All Star,Challenger,Frank,NA,New York Knicks,NA,R.J. Barrett,SF,8,1,1,1,0,1,3,9,0,0,2,2,0,0,3,Loss,NA,NA
149,40,1,6 man,All Star,Challenger,Nick,NA,New York Knicks,NA,Mitchell Robinson,C,4,8,1,0,1,1,2,2,0,0,0,0,5,0,0,Loss,NA,NA
150,40,2,6 man,All Star,Dynasty,Ben,NA,Utah Jazz,NA,Lauri Markkanen,SF,5,8,2,0,0,2,2,9,1,2,0,0,3,0,1,Win,NA,NA
150,40,2,6 man,All Star,Dynasty,Guy,NA,Utah Jazz,NA,Walker Kessler,C,12,9,1,0,1,1,6,7,0,0,0,2,3,0,3,Win,NA,NA
150,40,2,6 man,All Star,Dynasty,Riley,NA,Utah Jazz,NA,Colin Sexton,PG,11,1,6,3,0,1,4,13,1,5,2,2,1,3,2,Win,NA,NA
150,40,2,6 man,All Star,Challenger,MJ,NA,Miami Heat,NA,Jimmy Butler,SF,12,1,2,1,0,1,3,11,2,5,4,4,0,1,0,Loss,NA,NA
150,40,2,6 man,All Star,Challenger,Frank,NA,Miami Heat,NA,Tyler Herro,SG,5,1,1,0,1,1,2,5,0,3,1,2,0,0,0,Loss,NA,NA
150,40,2,6 man,All Star,Challenger,Nick,NA,Miami Heat,NA,Kyle Lowry,PG,0,1,2,1,0,2,0,4,0,1,0,0,0,0,0,Loss,NA,NA
151,40,3,6 man,All Star,Dynasty,Ben,NA,Utah Jazz,NA,Lauri Markkanen,SF,5,4,2,1,2,1,2,5,0,1,1,4,1,1,1,Win,NA,NA
151,40,3,6 man,All Star,Dynasty,Guy,NA,Utah Jazz,NA,Walker Kessler,C,2,9,0,0,1,1,1,2,0,0,0,0,0,0,1,Win,NA,NA
151,40,3,6 man,All Star,Dynasty,Riley,NA,Utah Jazz,NA,Colin Sexton,PG,13,0,3,3,0,5,5,7,1,1,2,2,0,2,2,Win,NA,NA
151,40,3,6 man,All Star,Challenger,MJ,NA,2004-05 San Antonio Spurs,NA,Tony Parker,PG,3,2,2,1,0,2,1,10,0,0,1,2,2,2,0,Loss,NA,NA
151,40,3,6 man,All Star,Challenger,Frank,NA,2004-05 San Antonio Spurs,NA,Bruce Bowen,SG,4,1,1,1,0,0,2,7,0,1,0,2,1,0,0,Loss,NA,NA
151,40,3,6 man,All Star,Challenger,Nick,NA,2004-05 San Antonio Spurs,NA,Tim Duncan,PF,0,8,0,0,0,3,0,2,0,0,0,0,2,0,0,Loss,NA,NA
152,20,2,4 man,All Star,CBC,Guy,MJ,Indiana Pacers,NA,Myles Turner,C,4,3,1,0,3,2,2,9,0,3,0,0,1,2,1,Loss,NA,NA
152,20,2,4 man,All Star,CBC,MJ,Guy,Indiana Pacers,NA,Tyrese Haliburton,PG,11,5,2,1,1,2,5,12,0,4,1,2,1,1,3,Loss,NA,NA
152,20,2,4 man,All Star,CBC,Ben,Nick,2012-13 Miami Heat,NA,Shane Battier,PF,4,7,4,0,1,2,2,3,0,0,0,0,0,0,1,Win,NA,NA
152,20,2,4 man,All Star,CBC,Nick,Ben,2012-13 Miami Heat,NA,Mario Chalmers,PG,0,3,4,1,0,1,0,2,0,1,0,0,1,1,0,Win,NA,NA
153,27,2,5 man,All Star,CBC,Nick,NA,2000-01 Philadelphia 76ers,NA,Allen Iverson,SG,8,0,6,0,0,1,2,8,0,2,4,4,0,0,0,Loss,NA,NA
153,27,2,5 man,All Star,CBC,Guy,NA,2000-01 Philadelphia 76ers,NA,Tyrone Hill,PF,6,1,0,1,2,0,3,3,0,0,0,0,1,0,1,Loss,NA,NA
153,27,2,5 man,All Star,CBC,Riley,NA,2000-01 Philadelphia 76ers,NA,Dikembe Mutombo,C,4,3,3,1,0,1,2,3,0,0,0,2,1,1,2,Loss,NA,NA
153,27,2,5 man,All Star,CBC,Ben,NA,Houston Rockets,NA,Jalen Green,SG,13,1,3,0,1,2,6,11,1,4,0,0,0,2,2,Win,NA,NA
153,27,2,5 man,All Star,CBC,MJ,NA,Houston Rockets,NA,Kevin Porter Jr.,PG,0,0,5,0,0,0,0,4,0,1,0,0,0,1,0,Win,NA,NA
154,42,1,5 man,All Star,Challenger,Nick,NA,1964-65 Los Angeles Lakers,NA,Jerry West,PG,2,1,3,0,0,4,1,9,0,5,0,2,0,2,0,Loss,NA,NA
154,42,1,5 man,All Star,Challenger,Ben,NA,1964-65 Los Angeles Lakers,NA,Rudy Larusso,C,5,11,1,0,1,3,2,5,0,0,1,2,1,4,0,Loss,NA,NA
154,42,1,5 man,All Star,Challenger,MJ,NA,1964-65 Los Angeles Lakers,NA,Don Nelson,PF,10,4,1,0,0,2,5,10,0,0,0,0,1,1,0,Loss,NA,NA
154,42,1,5 man,All Star,Dynasty,Guy,NA,Chicago Bulls,NA,Lonzo Ball,PG,21,3,4,2,3,0,6,18,4,11,5,8,0,3,2,Win,NA,NA
154,42,1,5 man,All Star,Dynasty,Riley,NA,Chicago Bulls,NA,Demar Derozan,PF,17,3,2,1,1,0,7,11,1,2,2,2,1,2,4,Win,NA,NA
155,42,2,5 man,All Star,Challenger,Nick,NA,Washington Wizards,NA,Monte Morris,PG,4,2,7,0,1,3,1,2,0,0,2,2,0,0,0,Loss,NA,NA
155,42,2,5 man,All Star,Challenger,Ben,NA,Washington Wizards,NA,Kristaps Porzingis,PF,20,6,3,1,0,1,9,13,0,1,2,2,1,1,3,Loss,NA,NA
155,42,2,5 man,All Star,Challenger,MJ,NA,Washington Wizards,NA,Kyle Kuzma,SF,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,Loss,NA,NA
155,42,2,5 man,All Star,Dynasty,Guy,NA,Chicago Bulls,NA,Lonzo Ball,PG,2,0,10,3,0,2,1,10,0,5,0,0,0,3,0,Win,NA,NA
155,42,2,5 man,All Star,Dynasty,Riley,NA,Chicago Bulls,NA,Demar Derozan,PF,22,2,3,3,0,0,10,14,2,3,0,0,1,1,5,Win,NA,NA
156,28,4,4 man,All Star,Dynasty,Guy,Ben,2010-11 Dallas Mavericks,NA,Jason Kidd,PG,0,1,5,1,0,2,0,1,0,0,0,0,0,0,0,Loss,NA,NA
156,28,4,4 man,All Star,Dynasty,Ben,Guy,2010-11 Dallas Mavericks,NA,Shawn Marion,SF,5,2,1,0,0,0,2,3,0,0,1,4,0,1,2,Loss,NA,NA
156,28,4,4 man,All Star,Challenger,Riley,Nick,2015-16 Cleveland Cavaliers,NA,Tristan Thompson,C,0,7,8,0,0,2,0,1,0,1,0,0,1,2,0,Win,NA,NA
156,28,4,4 man,All Star,Challenger,Nick,Riley,2015-16 Cleveland Cavaliers,NA,J.R. Smith,SG,0,1,1,0,0,0,0,1,0,1,0,0,1,2,0,Win,NA,NA
157,34,10,4 man,All Star,Challenger,MJ,Frank,1986-87 Los Angeles Lakers,1998-99 New York Knicks,Kareem Abdul-Jabar,C,18,8,2,0,2,1,8,10,0,0,2,2,2,1,5,Win,NA,NA
157,34,10,4 man,All Star,Challenger,Frank,MJ,1986-87 Los Angeles Lakers,1998-99 New York Knicks,Sam Perkins,PF,2,3,0,0,1,2,1,3,0,0,0,0,0,0,0,Win,NA,NA
157,34,10,4 man,All Star,Dynasty,Riley,Ben,2003-04 Minnesota Timberwolves,NA,Sam Cassell,PG,8,0,9,0,0,1,4,4,0,0,0,0,0,1,0,Loss,NA,NA
157,34,10,4 man,All Star,Dynasty,Ben,Riley,2003-04 Minnesota Timberwolves,NA,Ervin Johnson,C,2,1,0,1,0,0,1,2,0,0,0,0,0,2,0,Loss,NA,NA
158,43,1,4 man,All Star,Challenger,Frank,Riley,2013-14 Los Angeles Clippers,NA,J.J. Redick,SG,9,0,3,2,0,1,3,12,3,12,0,0,0,1,0,Loss,NA,NA
158,43,1,4 man,All Star,Challenger,Riley,Frank,2013-14 Los Angeles Clippers,NA,Matt Barnes,SF,0,2,0,1,0,1,0,3,0,2,0,0,0,1,0,Loss,NA,NA
158,43,1,4 man,All Star,Dynasty,MJ,Ben,1992-93 Charlotte Hornets,NA,Alonzo Mourning,C,11,12,1,0,5,0,5,8,0,0,1,1,2,0,3,Win,NA,NA
158,43,1,4 man,All Star,Dynasty,Ben,MJ,1992-93 Charlotte Hornets,NA,Larry Johnson,PF,10,3,2,0,0,1,4,6,0,0,2,2,0,0,3,Win,NA,NA
159,43,2,4 man,All Star,Challenger,Frank,Riley,1990-91 Portland Trail Blazers,NA,Terry Porter,PG,10,0,1,2,0,2,4,15,2,4,0,0,0,4,0,Loss,NA,NA
159,43,2,4 man,All Star,Challenger,Riley,Frank,1990-91 Los Angeles Lakers,NA,Kevin Duckworth,C,0,3,2,1,0,0,0,5,0,0,0,2,1,1,0,Loss,NA,NA
159,43,2,4 man,All Star,Dynasty,MJ,Ben,1992-93 Charlotte Hornets,NA,Alonzo Mourning,C,6,15,2,0,2,3,3,4,0,0,0,0,3,2,1,Win,NA,NA
159,43,2,4 man,All Star,Dynasty,Ben,MJ,1992-93 Charlotte Hornets,NA,Larry Johnson,PF,21,2,1,0,1,2,8,11,0,2,5,5,0,0,4,Win,NA,NA
160,43,3,4 man,All Star,Challenger,Frank,Riley,Minnesota Timberwolves,NA,Rudy Gobert,C,2,4,0,0,1,0,1,3,0,0,0,2,1,2,0,Loss,NA,NA
160,43,3,4 man,All Star,Challenger,Riley,Frank,Minnesota Timberwolves,NA,Karl Anthony-Towns,PF,17,5,1,2,0,2,7,15,2,8,1,2,1,4,2,Loss,NA,NA
160,43,3,4 man,All Star,Dynasty,MJ,Ben,1992-93 Charlotte Hornets,NA,Alonzo Mourning,C,4,7,2,0,2,2,0,2,0,0,4,4,0,0,0,Win,NA,NA
160,43,3,4 man,All Star,Dynasty,Ben,MJ,1992-93 Charlotte Hornets,NA,Larry Johnson,PF,21,1,0,0,0,3,7,10,1,2,6,6,0,4,3,Win,NA,NA
161,43,4,4 man,All Star,Challenger,Frank,Riley,Charlotte Hornets,1993-94 Houston Rockets,Gordon Hayward,SF,4,1,0,2,0,0,1,6,0,3,2,2,1,2,0,Loss,NA,NA
161,43,4,4 man,All Star,Challenger,Riley,Frank,Charlotte Hornets,1993-94 Houston Rockets,Lamelo Ball,PG,2,4,3,0,0,2,1,11,0,3,0,0,1,1,0,Loss,NA,NA
161,43,4,4 man,All Star,Dynasty,MJ,Ben,1992-93 Charlotte Hornets,NA,Alonzo Mourning,C,16,14,1,0,1,2,6,10,0,0,4,5,2,0,0,Win,NA,NA
161,43,4,4 man,All Star,Dynasty,Ben,MJ,1992-93 Charlotte Hornets,NA,Larry Johnson,PF,3,5,1,0,0,1,0,9,0,1,3,4,0,2,0,Win,NA,NA
162,43,5,4 man,All Star,Challenger,Frank,Riley,Indiana Pacers,1985-86 Chicago Bulls,Chris Duarte,SG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Win,NA,NA
162,43,5,4 man,All Star,Challenger,Riley,Frank,Indiana Pacers,1985-86 Chicago Bulls,Buddy Hield,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Win,NA,NA
162,43,5,4 man,All Star,Dynasty,MJ,Ben,1992-93 Charlotte Hornets,NA,Alonzo Mourning,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loss,NA,NA
162,43,5,4 man,All Star,Dynasty,Ben,MJ,1992-93 Charlotte Hornets,NA,Larry Johnson,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loss,NA,NA
163,44,1,4 man,All Star,Challenger,Riley,MJ,2009-10 Portland Trail Blazers,NA,Nicholas Batum,SF,8,3,1,1,0,3,3,8,0,2,2,2,0,0,2,Loss,NA,NA
163,44,1,4 man,All Star,Challenger,MJ,Riley,2009-10 Portland Trail Blazers,NA,Rudy Fernandez,SG,8,4,5,0,0,3,2,8,1,3,3,4,1,0,1,Loss,NA,NA
163,44,1,4 man,All Star,Dynasty,Ben,Frank,2004-05 San Antonio Spurs,NA,Robert Horry,SF,7,1,3,2,1,2,2,6,1,2,2,2,1,1,0,Win,NA,NA
163,44,1,4 man,All Star,Dynasty,Frank,Ben,2004-05 San Antonio Spurs,NA,Bruce Bowen,SG,13,1,1,2,0,0,6,16,1,4,0,1,0,4,1,Win,NA,NA
164,44,2,4 man,All Star,Challenger,Riley,MJ,Team Lebron,NA,Luka Doncic,SG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loss,NA,NA
164,44,2,4 man,All Star,Challenger,MJ,Riley,Team Lebron,NA,Joel Embiid,PF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loss,NA,NA
164,44,2,4 man,All Star,Dynasty,Ben,Frank,2004-05 San Antonio Spurs,NA,Robert Horry,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Win,NA,NA
164,44,2,4 man,All Star,Dynasty,Frank,Ben,2004-05 San Antonio Spurs,NA,Bruce Bowen,SG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Win,NA,NA
165,44,3,4 man,All Star,Challenger,Riley,MJ,1997-98 Chicago Bulls,NA,Michael Jordan,SG,32,3,2,2,1,4,13,23,0,1,6,8,2,0,8,Win,NA,NA
165,44,3,4 man,All Star,Challenger,MJ,Riley,1997-98 Chicago Bulls,NA,Dennis Rodman,PF,0,9,3,0,0,0,0,0,0,0,0,0,0,1,0,Win,NA,NA
165,44,3,4 man,All Star,Dynasty,Ben,Frank,2004-05 San Antonio Spurs,NA,Robert Horry,SF,3,2,1,2,0,2,1,4,1,1,0,0,0,0,0,Loss,NA,NA
165,44,3,4 man,All Star,Dynasty,Frank,Ben,2004-05 San Antonio Spurs,NA,Bruce Bowen,SG,13,0,3,0,0,1,6,12,1,3,0,0,0,2,3,Loss,NA,NA
166,45,1,4 man,All Star,Challenger,Riley,Ben,San Antonio Spurs,NA,Malaki Branham,SG,21,1,5,2,0,3,9,10,0,0,3,4,0,3,5,Loss,NA,NA
166,45,1,4 man,All Star,Challenger,Ben,Riley,San Antonio Spurs,NA,Jeremy Sochan,PF,5,5,1,0,0,1,2,3,0,0,1,6,1,2,0,Loss,NA,NA
166,45,1,4 man,All Star,CBC,MJ,Frank,2013-14 Indiana Pacers,NA,George Hill,PG,13,0,6,0,0,2,4,10,1,3,4,4,0,3,1,Win,NA,NA
166,45,1,4 man,All Star,CBC,Frank,MJ,2013-14 Indiana Pacers,NA,Lance Stephenson,SG,9,2,2,1,0,0,4,8,0,2,1,2,0,2,3,Win,NA,NA
167,45,2,4 man,All Star,Challenger,Riley,Ben,2005-06 Memphis Grizzlies,NA,Eddie Jones,SF,3,2,2,0,0,1,1,5,0,1,1,2,1,1,1,Win,NA,NA
167,45,2,4 man,All Star,Challenger,Ben,Riley,2005-06 Memphis Grizzlies,NA,Shane Battier,PF,6,4,4,0,0,0,2,7,1,3,1,2,0,0,0,Win,NA,NA
167,45,2,4 man,All Star,CBC,MJ,Frank,2013-14 Indiana Pacers,NA,George Hill,PG,3,2,3,1,0,6,1,6,1,4,0,0,0,1,0,Loss,NA,NA
167,45,2,4 man,All Star,CBC,Frank,MJ,2013-14 Indiana Pacers,NA,Lance Stephenson,SG,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,Loss,NA,NA
168,46,1,5 man,All Star,Challenger,Ben,NA,New York Knicks,NA,Josh Hart,SG,5,1,2,0,0,2,1,7,0,2,3,3,1,2,0,Loss,NA,NA
168,46,1,5 man,All Star,Challenger,Nick,NA,New York Knicks,NA,Mitchell Robinson,C,2,6,0,0,1,1,1,1,0,0,0,0,0,1,1,Loss,NA,NA
168,46,1,5 man,All Star,Challenger,Frank,NA,New York Knicks,NA,Jalen Brunson,PG,1,0,4,0,0,2,0,3,0,2,1,2,0,3,0,Loss,NA,NA
168,46,1,5 man,All Star,Dynasty,MJ,NA,2015-16 Golden State Warriors,NA,Andre Iguodala,PF,2,6,2,0,1,0,1,3,0,0,0,2,0,0,0,Win,NA,NA
168,46,1,5 man,All Star,Dynasty,Riley,NA,2015-16 Golden State Warriors,NA,Klay Thompson,SG,3,0,5,0,0,2,1,6,0,3,1,2,0,4,1,Win,NA,NA
169,46,2,5 man,All Star,Challenger,Ben,NA,1997-98 Utah Jazz,NA,Karl Malone,PF,31,15,0,0,1,3,14,22,0,1,3,7,5,3,6,Loss,TRUE,TRUE
169,46,2,5 man,All Star,Challenger,Nick,NA,1997-98 Utah Jazz,NA,John Stockton,PG,4,1,7,2,0,3,2,6,0,0,0,0,0,0,0,Loss,TRUE,TRUE
169,46,2,5 man,All Star,Challenger,Frank,NA,1997-98 Utah Jazz,NA,Byron Russell,SF,1,1,5,0,0,1,0,1,0,0,1,2,0,2,0,Loss,TRUE,TRUE
169,46,2,5 man,All Star,Dynasty,MJ,NA,2015-16 Golden State Warriors,NA,Andre Iguodala,PF,6,6,6,0,0,2,3,4,0,0,0,0,1,2,1,Win,TRUE,TRUE
169,46,2,5 man,All Star,Dynasty,Riley,NA,2015-16 Golden State Warriors,NA,Klay Thompson,SG,6,3,4,4,2,1,3,6,0,0,0,0,0,3,2,Win,TRUE,TRUE
170,46,3,5 man,All Star,Challenger,Ben,NA,2006-07 Cleveland Cavaliers,NA,Zydrunas Ilgauskas,C,8,14,2,0,4,2,4,4,0,0,0,0,3,0,1,Loss,NA,NA
170,46,3,5 man,All Star,Challenger,Nick,NA,2006-07 Cleveland Cavaliers,NA,LeBron James,SF,6,1,2,0,1,2,2,11,0,2,2,4,0,1,1,Loss,NA,NA
170,46,3,5 man,All Star,Challenger,Frank,NA,2006-07 Cleveland Cavaliers,NA,Larry Hughes,SG,7,0,2,0,1,0,3,9,1,4,0,1,0,3,0,Loss,NA,NA
170,46,3,5 man,All Star,Dynasty,MJ,NA,2015-16 Golden State Warriors,NA,Andre Iguodala,PF,0,4,2,1,0,1,0,2,0,0,0,0,0,0,0,Win,NA,NA
170,46,3,5 man,All Star,Dynasty,Riley,NA,2015-16 Golden State Warriors,NA,Klay Thompson,SG,13,1,4,2,0,1,5,12,0,3,3,4,0,2,4,Win,NA,NA
171,5,14,4 man,All Star,Dynasty,Riley,Ben,Denver Nuggets,NA,Michael Porter Jr.,SF,14,10,4,2,0,2,6,9,0,0,2,3,0,0,2,Win,NA,NA
171,5,14,4 man,All Star,Dynasty,Ben,Riley,Denver Nuggets,NA,Jamal Murray,PG,7,2,5,0,0,4,3,5,1,1,0,0,0,1,0,Win,NA,NA
171,5,14,4 man,All Star,Challenger,Nick,Frank,1984-85 Milwaukee Bucks,Washington Wizards,Alton Lister,C,2,4,1,0,0,1,1,4,0,0,0,0,1,1,0,Loss,NA,NA
171,5,14,4 man,All Star,Challenger,Frank,Nick,1984-85 Milwaukee Bucks,Washington Wizards,Paul Pressey,SF,15,0,2,2,0,1,7,12,0,0,1,1,0,2,6,Loss,NA,NA
172,5,15,4 man,All Star,Dynasty,Riley,Ben,Denver Nuggets,NA,Michael Porter Jr.,SF,8,2,6,1,0,3,4,8,0,2,0,0,1,0,3,Win,NA,NA
172,5,15,4 man,All Star,Dynasty,Ben,Riley,Denver Nuggets,NA,Jamal Murray,PG,4,2,7,0,1,1,2,8,0,3,0,0,1,0,1,Win,NA,NA
172,5,15,4 man,All Star,Challenger,Nick,Frank,All-Time New Orleans Pelicans,All-Time Houston Rockets,Jamal Mashburn,SF,13,1,4,1,0,2,4,8,1,4,4,4,0,3,2,Loss,NA,NA
172,5,15,4 man,All Star,Challenger,Frank,Nick,All-Time New Orleans Pelicans,All-Time Houston Rockets,Chris Paul,PG,5,1,2,0,0,1,2,5,0,1,1,1,1,1,0,Loss,NA,NA
173,29,5,4 man,All Star,Dynasty,Ben,MJ,2016-17 Golden State Warriors,NA,Zaza Pachullia,C,2,10,0,0,2,1,1,2,0,0,0,0,1,0,0,Win,NA,NA
173,29,5,4 man,All Star,Dynasty,MJ,Ben,2016-17 Golden State Warriors,NA,Kevin Durant,SF,11,4,1,0,0,3,4,14,0,4,3,4,0,1,1,Win,NA,NA
173,29,5,4 man,All Star,Challenger,Nick,Riley,Los Angeles Lakers,Minnesota Timberwolves,LeBron James,SF,2,5,2,2,2,2,1,7,0,0,0,0,1,3,1,Loss,NA,NA
173,29,5,4 man,All Star,Challenger,Riley,Nick,Los Angeles Lakers,Minnesota Timberwolves,Austin Reaves,SG,2,1,2,1,0,1,0,2,0,1,2,2,0,1,0,Loss,NA,NA
174,29,6,4 man,All Star,Dynasty,Ben,MJ,2016-17 Golden State Warriors,NA,Zaza Pachullia,C,4,7,2,0,1,1,2,4,0,0,0,0,0,0,0,Win,NA,NA
174,29,6,4 man,All Star,Dynasty,MJ,Ben,2016-17 Golden State Warriors,NA,Kevin Durant,SF,4,0,4,1,0,2,2,7,0,0,0,0,0,0,1,Win,NA,NA
174,29,6,4 man,All Star,Challenger,Nick,Riley,2007-08 Houston Rockets,2002-03 Dallas Mavericks,Rafer Alston,PG,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,Loss,NA,NA
174,29,6,4 man,All Star,Challenger,Riley,Nick,2007-08 Houston Rockets,2002-03 Dallas Mavericks,Luis Scola,PF,0,5,5,0,2,4,0,1,0,0,0,0,0,3,0,Loss,NA,NA
175,29,7,4 man,All Star,Dynasty,Ben,MJ,2016-17 Golden State Warriors,NA,Zaza Pachullia,C,0,7,0,1,2,1,0,1,0,0,0,0,1,0,0,Win,NA,NA
175,29,7,4 man,All Star,Dynasty,MJ,Ben,2016-17 Golden State Warriors,NA,Kevin Durant,SF,13,6,2,1,1,3,6,11,0,2,1,2,0,3,4,Win,NA,NA
175,29,7,4 man,All Star,Challenger,Nick,Riley,2015-16 Cleveland Cavaliers,1985-86 Chicago Bulls,LeBron James,SF,4,1,2,1,0,1,2,8,0,1,0,2,1,2,2,Loss,NA,NA
175,29,7,4 man,All Star,Challenger,Riley,Nick,2015-16 Cleveland Cavaliers,1985-86 Chicago Bulls,Kevin Love,PF,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,Loss,NA,NA
176,29,8,4 man,All Star,Dynasty,Ben,MJ,2016-17 Golden State Warriors,NA,Zaza Pachullia,C,0,7,0,1,0,0,0,1,0,0,0,0,1,4,0,Win,NA,NA
176,29,8,4 man,All Star,Dynasty,MJ,Ben,2016-17 Golden State Warriors,NA,Kevin Durant,SF,16,1,5,2,0,1,8,12,0,0,0,0,0,1,7,Win,NA,NA
176,29,8,4 man,All Star,Challenger,Nick,Riley,2013-14 Indiana Pacers,1996-97 Miami Heat,David West,PF,2,3,0,0,0,2,1,1,0,0,0,0,0,0,1,Loss,NA,NA
176,29,8,4 man,All Star,Challenger,Riley,Nick,2013-14 Indiana Pacers,1996-97 Miami Heat,Paul George,SF,16,1,1,1,0,4,5,10,0,1,6,6,0,1,3,Loss,NA,NA
177,29,9,4 man,All Star,Dynasty,Ben,MJ,2016-17 Golden State Warriors,NA,Zaza Pachullia,C,2,13,4,0,2,0,1,4,0,0,0,0,1,0,0,Win,NA,NA
177,29,9,4 man,All Star,Dynasty,MJ,Ben,2016-17 Golden State Warriors,NA,Kevin Durant,SF,20,2,2,2,0,3,9,20,0,4,2,6,0,2,6,Win,NA,NA
177,29,9,4 man,All Star,Challenger,Nick,Riley,Sacramento Kings,Orlando Magic,Kevin Huerter,SG,2,2,1,0,0,3,1,4,0,3,0,0,0,2,0,Loss,NA,NA
177,29,9,4 man,All Star,Challenger,Riley,Nick,Sacramento Kings,Orlando Magic,Harrison Barnes,SF,2,6,5,0,0,2,1,9,0,6,0,3,0,1,1,Loss,NA,NA
178,29,10,4 man,All Star,Dynasty,Ben,MJ,2016-17 Golden State Warriors,NA,Zaza Pachullia,C,0,7,1,1,1,0,0,2,0,0,0,0,0,2,0,Win,NA,NA
178,29,10,4 man,All Star,Dynasty,MJ,Ben,2016-17 Golden State Warriors,NA,Kevin Durant,SF,18,1,5,1,1,3,9,17,0,3,0,0,0,1,5,Win,NA,NA
178,29,10,4 man,All Star,Challenger,Nick,Riley,2013-14 San Antonio Spurs,1989-90 Cleveland Cavaliers,Kawhi Leonard,SF,8,2,2,0,0,3,2,10,0,2,4,5,0,1,0,Loss,NA,NA
178,29,10,4 man,All Star,Challenger,Riley,Nick,2013-14 San Antonio Spurs,1989-90 Cleveland Cavaliers,Tony Parker,PG,2,1,5,0,0,4,1,4,0,0,0,0,0,1,0,Loss,NA,NA
179,29,11,4 man,All Star,Dynasty,Ben,MJ,2016-17 Golden State Warriors,NA,Zaza Pachullia,C,2,5,1,0,1,1,1,1,0,0,0,0,0,0,0,Win,NA,NA
179,29,11,4 man,All Star,Dynasty,MJ,Ben,2016-17 Golden State Warriors,NA,Kevin Durant,SF,23,2,3,0,0,0,9,16,1,3,4,5,1,1,4,Win,NA,NA
179,29,11,4 man,All Star,Challenger,Nick,Riley,2015-16 Cleveland Cavaliers,2007-08 Denver Nuggets,LeBron James,SF,5,2,0,0,0,1,2,10,0,0,1,2,0,3,1,Loss,NA,NA
179,29,11,4 man,All Star,Challenger,Riley,Nick,2015-16 Cleveland Cavaliers,2007-08 Denver Nuggets,Kyrie Irving,PG,8,2,5,1,0,2,4,10,0,1,0,0,1,1,0,Loss,NA,NA
180,47,1,4 man,All Star,CBC,Nick,Ben,1995-96 Seattle Supersonics,NA,Gary Payton,PG,10,2,3,0,0,0,5,15,0,2,0,2,1,1,2,Win,NA,NA
180,47,1,4 man,All Star,CBC,Ben,Nick,1995-96 Seattle Supersonics,NA,Hersey Hawkins,SG,6,1,2,0,0,1,1,3,0,1,4,5,0,2,0,Win,NA,NA
180,47,1,4 man,All Star,CBC,Guy,Riley,Portland Trail Blazers,NA,Damian Lillard,PG,21,1,1,1,0,1,9,25,2,10,1,3,0,2,5,Loss,NA,NA
180,47,1,4 man,All Star,CBC,Riley,Guy,Portland Trail Blazers,NA,Jusuf Nurkic,C,2,7,0,1,0,0,1,1,0,0,0,2,0,3,0,Loss,NA,NA
181,48,2,4 man,All Star,CBC,Nick,Ben,1995-96 Seattle Supersonics,NA,Gary Payton,PG,7,2,0,0,0,2,3,13,0,3,1,2,0,1,0,Loss,NA,NA
181,48,2,4 man,All Star,CBC,Ben,Nick,1995-96 Seattle Supersonics,NA,Hersey Hawkins,SG,0,0,3,0,1,3,0,3,0,1,0,0,0,0,0,Loss,NA,NA
181,48,2,4 man,All Star,CBC,Guy,Riley,New York Knicks,NA,Jalen Brunson,PG,29,0,1,0,0,1,10,18,3,6,6,6,0,3,2,Win,NA,NA
181,48,2,4 man,All Star,CBC,Riley,Guy,New York Knicks,NA,Mitchell Robinson,C,2,7,0,0,2,0,1,3,0,0,0,0,1,1,0,Win,NA,NA
182,49,1,4 man,All Star,CBC,Nick,Riley,Sacramento Kings,NA,De'Aaron Fox,PG,7,1,3,0,0,2,3,5,0,0,1,1,0,1,0,Win,NA,NA
182,49,1,4 man,All Star,CBC,Riley,Nick,Sacramento Kings,NA,Domantas Sabonis,C,8,7,5,0,0,0,3,4,0,1,2,2,0,1,0,Win,NA,NA
182,49,1,4 man,All Star,CBC,Guy,Ben,1989-90 Cleveland Cavaliers,NA,Craig Ehlo,SG,11,6,2,0,0,1,4,12,3,9,0,2,0,1,0,Loss,NA,NA
